,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
NOW,0.5769686830979875,0.48438590105010915,1.1911343452548195,VNT,-0.024557535070944044,ServiceNow,Information Technology,Systems Software,NOW,NLSN,LDOS,UA,BAC,HWM,LW,ZION,CF,UNM,0.10001527873947262,0.40952675090241014,0.20742759409424422,0.24592957543254668,0.21703892728532456,0.10788391809284933,0.008889207146168462,0.010639924080717901,0.1464642496781628,0.0031869486973862774,0.027698435428317125,0.024841220064282517,0.15474329624453526,0.43598375643311477,0.368834715874502,0.13746710562488826,0.023836577882641492,0.08666770798032802,0.07912549672456091,0.01003062033359041,0.08966340842687084,0.031952686358173346,0.03522242305434303,0.13719925774010167
SHW,0.22461628787948193,0.4163903049494835,0.5394368821981396,VNT,0.05797097578899035,Sherwin-Williams,Materials,Specialty Chemicals,SHW,HPE,TSN,EIX,BA,MTB,APA,FLIR,SPG,SLB,-0.03103479740839048,0.40051477716232003,0.18940836321363497,0.10717509842580782,0.163756689112707,0.1643335585922273,0.023055483158339118,0.1624638077752135,0.00596557329331198,0.13820598156429603,0.02879784999109667,0.016837594873365638,-0.004620550731645882,0.43489425115252034,0.26278951333894934,0.021907940195942728,0.05084365547011043,0.12505920015386326,0.006867803852828456,0.05286411611998652,0.08237791649998266,0.2677627055598812,0.025494417146386495,0.10403273166206901
SPG,-0.3378952580699362,0.8915231361893439,-0.3790089615780573,HRL,-0.1397005807093855,Simon Property Group Inc,Real Estate,Retail REITs,SPG,BLK,UNH,DVA,BR,XLNX,ROK,LIN,NEE,DGX,0.17839517188964418,0.31547649801906363,0.009179889767705559,0.021956156094884494,0.032836514349517364,0.22053778425693418,0.27785610995687515,0.03857011461631967,0.019869713012147253,0.0628914382372597,0.24337187555331688,0.07293040415503986,0.19887569853420645,0.3234672682938932,0.01786683651627937,0.02859851351887854,0.015804897700399802,0.2585342655754251,0.15237892074431483,0.15049855620891897,0.02359630228949886,0.0057078543116898224,0.3023722932456463,0.04464155988894828
SWKS,0.2932899816565266,0.5429213829461608,0.540207092350995,VNT,0.13858732602390847,Skyworks Solutions,Information Technology,Semiconductors,SWKS,VTRS,HPE,SLB,RL,TSN,CVX,AEP,COP,BA,-0.07341332492433578,0.3628574058137731,0.03733914715165467,0.16246377742943474,0.07496577517182755,0.056490917994056,0.17648757287768188,0.20200696841625518,0.0017060024770032564,0.2679185919897767,0.006073872262786862,0.014547374229523118,-0.01570343819627639,0.4306314198808765,0.2946005552191883,0.018812646787986706,0.0745886093104014,0.009751083903933026,0.12178582213971505,0.013775567080906033,0.020698478229302424,0.2116669022860644,0.2205908918699487,0.013729443172553965
SLG,-0.23468149238568026,0.7604092193258748,-0.3086252591647065,BIIB,-0.03134236745801163,SL Green Realty,Real Estate,Office REITs,SLG,DRE,PWR,CNC,STE,XLNX,VRSN,TWTR,ABBV,BLK,0.1659777213884612,0.3230536206301359,0.010923667074566459,0.025645082920912183,0.09803406025968928,0.014055393575059878,0.1499398453151758,0.16130078947203688,0.15495390264830297,0.006011084005447834,0.2829599712690018,0.09617620345980697,0.22477558566160635,0.348377217150981,0.025342395891083475,0.03080045090823405,0.2555438772070401,0.039462957242949105,0.1371202427228745,0.1782799979685595,0.018539736995092874,0.024492590312944987,0.15614025399155976,0.1342774967596616
SNA,0.016977994668040473,0.4694728420809635,0.03616395485793087,KR,0.05428411658244975,Snap-on,Industrials,Industrial Machinery,SNA,DXCM,IFF,CPB,CLX,GIS,PRGO,NEM,NLOK,DPZ,0.13720240227931424,0.22265337070063723,0.047037101307760634,0.01881501730492844,0.04108690033872798,0.05820475119428387,0.24075958267799424,0.08479754572821041,0.02861664590264848,0.08232653638345443,0.21912887699468955,0.179227042167302,0.18393759691641193,0.24884230789048004,0.023201681956609786,0.16114029659314738,0.04805831640029392,0.012305362732772647,0.1636016666341273,0.03155590426997007,0.02109463436495944,0.15115143858835836,0.2440333238854043,0.1438573745743569
SO,0.02214709682804088,0.44203265705401573,0.05010285207351668,VNT,0.1368082622997723,Southern Company,Utilities,Electric Utilities,SO,FAST,CDNS,KHC,ROL,TMUS,MSCI,ETSY,WMT,TTWO,0.24311034991045016,0.285302351457445,0.145075541516766,0.04208356965662686,0.012486030851753704,0.04095796376069493,0.12427290689782183,0.10554385693596186,0.019485765509871782,0.029246043214712004,0.2906594324715593,0.1901888891842317,0.7935616335025091,0.41374469829196103,0.03565208606648919,0.06753793947315247,0.006438522564543091,0.13589394133004157,0.05765423268192193,0.06616935878277934,0.011680914700714256,0.43156555111391615,0.08389600768971206,0.10351144559673006
LUV,-0.13232619664759704,0.6029679032082614,-0.21945811036295307,DPZ,-0.08142479163430272,Southwest Airlines,Industrials,Airlines,LUV,NDAQ,AMD,PGR,CHRW,HD,POOL,CMG,MCO,SNPS,0.1908575157522885,0.28741905399933304,0.059671163960643994,0.12092861056876343,0.0042689483764749,0.2283350671563448,0.30233074439583635,0.018680178437298144,0.1008617260147765,0.09941141838463474,0.0347718446020721,0.03074029810315513,0.33392790332284905,0.35888378565874235,0.023056657311052973,0.010747162506397914,0.17248292476483323,0.09412454541540793,0.04856771425905469,0.06972186189909566,0.1490517982344392,0.20022555561980965,0.018201081633483294,0.21382069835642561
SWK,0.06049244373083248,0.6005695967907916,0.10072511837775401,KR,0.038894245358113894,Stanley Black & Decker,Industrials,Industrial Machinery,SWK,CPB,HII,EVRG,WBA,EQR,CBOE,IFF,INCY,KR,0.0028864225425759976,0.2426035970966293,0.012586177982726975,0.20007265777618005,0.00047323064977588717,0.05713567963856094,0.020907432284574565,0.07515831647837794,0.12492132079287672,0.042434507119483794,0.17995641563490328,0.28635426164253985,0.013376580442424943,0.2613000059424271,0.08191917648126981,0.06818445747580879,0.03183596233865516,0.13850057448634748,0.06990820053948398,0.007451658865421683,0.03547862344730152,0.05145984618781515,0.18097443151998377,0.33428706865791263
SBUX,0.14935764478477945,0.43947019514795616,0.33985841687055773,VNT,0.08082591991430534,Starbucks Corp.,Consumer Discretionary,Restaurants,SBUX,NOC,CLX,HII,DXCM,NI,ATO,WBA,EVRG,ED,0.04639905554881615,0.2769461282516579,0.005974579351422644,0.005261758812339436,0.30155757623375556,0.2080172831694757,0.163575919662446,0.007517831359736749,0.08226860283007943,0.0589300637718547,0.08335060445593578,0.08354578035295389,0.12660979163847852,0.29076420927639834,0.2342342763570282,0.016533497620687294,0.27540911905742077,0.0047125600725374615,0.23284722337963587,0.07641668721921492,0.021594281991236242,0.0964711103411125,0.009442478201480628,0.032338765759646095
STT,0.014675417362003687,0.5668778052409925,0.02588814948534603,CLX,0.02624456496160018,State Street Corp.,Financials,Asset Management & Custody Banks,STT,NFLX,CCI,CPB,AKAM,AMT,LLY,MKTX,HRL,AMZN,0.10490863761940068,0.2551298144806918,0.024155218283355553,0.031504229252242506,0.008483239044797827,0.2815357879169987,0.10618192333627528,0.016370762673132394,0.16137136095103616,0.021148299675608436,0.22662055397863062,0.12262862488792257,0.22678683509952738,0.29749801529198666,0.033990510083759605,0.1819595265383614,0.00920092492752057,0.03001548288150335,0.08135103756039665,0.03591123216841892,0.2650027795386424,0.12328830398474386,0.019848726044531237,0.219431476272122
STE,0.18497997945413333,0.3743700283769913,0.49411001264197935,KR,0.16108705611917506,STERIS plc,Health Care,Health Care Equipment,STE,OKE,JKHY,WDC,SLG,VTRS,RTX,XRX,OMC,CXO,-0.00807314147732259,0.3580920159420153,0.2661840524317715,0.05883714409526202,0.26501483012051663,0.023491337705257756,0.02000613808866847,0.17420303658197964,0.09540170929870832,0.004736603014766679,0.014613022308972554,0.07751212635409638,-0.00807314147732259,0.3580920159420153,0.2661840524317715,0.05883714409526202,0.26501483012051663,0.023491337705257756,0.02000613808866847,0.17420303658197964,0.09540170929870832,0.004736603014766679,0.014613022308972554,0.07751212635409638
SYK,0.1743612931257001,0.47346231047842297,0.3682685807651974,CLX,0.061187172041857626,Stryker Corp.,Health Care,Health Care Equipment,SYK,DLR,SBAC,CPB,CLX,ATO,WBA,NOC,HII,INCY,0.030945427140260436,0.24785939756063155,0.09549662272711948,0.05999130613927951,0.03142544920213366,0.21781563893717515,0.22926694386887034,0.04119639520626105,0.045361959517306545,0.03985094226420502,0.09426336532269755,0.1453313768149517,0.08582509082496047,0.2839409188381322,0.009531776563659194,0.23983054928664993,0.21097102482555957,0.013694580422681528,0.3391721690758509,0.03899013751703084,0.06528020324268295,0.008618085108716473,0.002445295237482695,0.07146617871968591
SIVB,0.5617091742811084,0.623550736712062,0.9008235275977067,CLX,0.10306968261830325,SVB Financial,Financials,Regional Banks,SIVB,T,WBA,K,DLR,KR,HFC,KMI,VNO,BXP,0.041433090239402046,0.26637898679642164,0.09524530991625695,0.10082864699308519,0.08136028981309126,0.19391904774695146,0.12692793328571067,0.30672015218266235,0.0013157685271473838,0.0838143840298016,0.007311555579418136,0.002556911925875025,0.08349733820898496,0.31419174968347363,0.20176091848086955,0.03366516244956278,0.04443311989512438,0.13074904413092192,0.24215677959522927,0.2200272085097704,0.010714409338328082,0.021227458225696334,0.06495212742659229,0.030313771947905164
SYF,0.05862463422968039,0.7328669077968156,0.0799935617313121,CLX,-0.02545100531224409,Synchrony Financial,Financials,Consumer Finance,SYF,INTC,NFLX,LLY,PRGO,SJM,FE,CNC,EQIX,CCI,0.10632782789746256,0.28804086435491455,0.07458663936779367,0.05349354703077807,0.17501149202017358,0.1338584322769961,0.06704508028736687,0.3018885591362784,0.03007193791662734,0.03844590123003549,0.012906771761683856,0.11269163897226667,0.15674264795286277,0.32456032446651106,0.11159337816032613,0.014496308745790254,0.2648496672949881,0.2712187557129624,0.04076140837335139,0.0419423261883462,0.02411608739570873,0.07081920789078619,0.0828843024186527,0.07731855781908809
SNPS,0.5827832701938396,0.41358193046447406,1.409112021744624,VNT,0.019746224582424206,Synopsys Inc.,Information Technology,Application Software,SNPS,PXD,WU,LW,HES,USB,HWM,ALLE,BK,AFL,0.0489802627180821,0.38379307293917886,0.20433454050996375,0.0057853561394117506,0.1856876425035373,0.08776605102914663,0.0009877246802842956,0.07968118749116625,0.02250900533401181,0.21948479815524943,0.08759474563894638,0.1061689485182825,0.13383582335329605,0.40395953834820614,0.3814021107669971,0.07729932095278727,0.09058243147190245,0.23515687901593144,0.011326822739273235,0.053229098592586725,0.022176970960722204,0.014451827804918847,0.003795305463537898,0.11057923223134274
SYY,-0.05722786098213073,0.6726858449997846,-0.0850736809872208,CPB,-0.04107528090861134,Sysco Corp.,Consumer Staples,Food Distributors,SYY,EBAY,MKTX,AMZN,ATVI,BAX,EA,WST,DG,SJM,0.1856153290671836,0.2413511344701456,0.05170467400215884,0.14425143398563536,0.021971280301311902,0.0846657629670969,0.02483693278209572,0.052185878062525184,0.13740010138243147,0.10217534363320374,0.12875345193384904,0.25205514094969184,0.3039030335445964,0.28193503492896277,0.03148569792365974,0.10516587653632084,0.17202451023190904,0.19502358312344945,0.10525183805105763,0.0230126784941514,0.004364451452207897,0.2786452103382137,0.03908245195974158,0.04594370188928876
TMUS,0.4768742079994361,0.39359401714079817,1.2115890669873841,CARR,-0.2078673655230074,T-Mobile US,Communication Services,Wireless Telecommunication Services,TMUS,MO,CSCO,NLSN,MAR,SO,UNM,EXC,PEAK,GL,0.046018708695818124,0.3422630613379385,0.19251341106082373,0.2226025683788755,0.25860796327368635,0.048883623106379046,0.020437643997188046,0.07575746691736868,0.00908592721209663,0.045895969028485244,0.04522709593305279,0.08098833109204392,0.10108315317550254,0.3768894414537633,0.33413191453112234,0.007317791791633617,0.2596741218847565,0.07771940286673376,0.021649413516891685,0.008514324432913495,0.054971803922693845,0.03873242468257587,0.13236079291077008,0.06492800945990869
TROW,0.2455833618821158,0.46185287233675976,0.5317350537186848,VNT,0.15692344605459493,T. Rowe Price Group,Financials,Asset Management & Custody Banks,TROW,BXP,VNO,T,KMI,ESS,WFC,XOM,COG,IFF,-0.04069374519005823,0.36513956161585875,0.04128617342082256,0.04581991685148021,0.0017711650382470367,0.16810286995065843,0.08363771117195515,0.0876991804769227,0.04582698126147265,0.09408500751160809,0.20160988521726808,0.2301611090995652,0.02752523726739199,0.38515430251214283,0.29977934118031613,0.0864038253602047,0.00942685678042928,0.034982255353449454,0.03782638951154737,0.10448274736784625,0.00925266591944118,0.06292143327628276,0.294518863156897,0.06040562209358586
TTWO,0.43521684498112057,0.410195233382203,1.060999274400645,VNT,-0.033046659278293755,Take-Two Interactive,Communication Services,Interactive Home Entertainment,TTWO,WU,EXC,FLT,BK,PEAK,AMT,LDOS,USB,DXC,0.04565137212383343,0.3308422899116479,0.21836985590167482,0.23083883436774952,0.006590122425971186,0.0647198457536317,0.12020613464162713,0.029494008254449113,0.17511544475220925,0.10558897958933354,0.03834953302132137,0.01072724129203231,0.09845493419040965,0.3392057882470795,0.3466536332024613,0.0005757779869892665,0.044621137717695186,0.02538008739697946,0.11136839272438531,0.025015307578500033,0.3198853424451906,0.05054690909747301,0.04884904688632252,0.02710436496400325
TPR,0.24938377686494276,0.8014799542960269,0.31115410376543584,CLX,0.006456418657458239,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",TPR,CAG,ILMN,EA,AMZN,SPGI,TSCO,INTC,LLY,MKTX,0.17379252763368655,0.27183809811696374,0.02649542724400905,0.22936180985256932,0.013664394689474751,0.2363777688738985,0.1430019479853213,0.02428289545390939,0.12604005948594202,0.027511026924001303,0.05140461100144236,0.12186005848943217,0.2335486005742976,0.2802034008396999,0.0009376198338350237,0.10988072653318706,0.02351473769002554,0.08888248361596159,0.22924918868515984,0.0231570138619173,0.20288388818899172,0.007192159257898547,0.11948126237974215,0.19482091995328138
TGT,0.4070003356098448,0.3631225891510016,1.1208345274289642,CARR,-0.024099250460849504,Target Corp.,Consumer Discretionary,General Merchandise Stores,TGT,SRE,HPE,FOXA,MTB,PNW,EIX,CSCO,CINF,FOX,0.039104218608016106,0.3341278059899091,0.2787481293931006,0.10855571006252661,0.015696109367033747,0.08882693526488632,0.006725573140171826,0.20237682145420777,0.04776955795739649,0.21604845540303866,0.02872334136633612,0.006529366591301904,0.0512103058793716,0.35076648947972405,0.3264561519592599,0.104498889018994,0.044078194760275344,0.0445683000216818,0.15443735567960196,0.051304607075138224,0.07310065518173674,0.16167393722079018,0.033717205963454656,0.006164703119067297
TEL,0.30009054118079315,0.463323220003328,0.6476915643870333,KR,0.042290054494775575,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,TEL,HFC,SBAC,CPB,T,INCY,KMI,WBA,EQR,CBOE,-0.0042498379160452165,0.26803762372440193,0.1492230751309013,0.033661193402218126,0.05285785113765323,0.43385028536198256,0.08951318983354269,0.06528795432826723,0.032378585335858946,0.012219840435412889,0.021905658589640352,0.10910236644452265,0.03383512079765441,0.2906573025870321,0.283213079838241,0.03577354840284418,0.14263988473396794,0.30923524233469285,0.07381017073383138,0.052842259875252214,0.0356041395022747,0.01287167413233794,0.00591042333024213,0.0480995771163157
FTI,-0.4585343601054904,0.8962974606758206,-0.5115872578281648,KR,-0.06718218667477267,TechnipFMC,Energy,Oil & Gas Equipment & Services,FTI,GLW,ICE,MCK,ANET,VAR,AJG,CTAS,ALXN,FCX,0.1782033039621269,0.33100970107944283,0.003489353357224522,0.007758577010123413,0.23771310282845204,0.0658282459082534,0.07626265551718617,0.11897156787741675,0.24511916763580088,0.014424320286122177,0.18374481798947315,0.04668819158994762,0.28445502594713545,0.39779997439348885,0.0009441712246733063,0.04575068169395162,0.1456303273836915,0.010055173506333016,0.23521975995255628,0.014182137039909507,0.0841404814408735,0.08333917120489767,0.13504062608946732,0.24569747046364637
TDY,0.08722183912772129,0.510818996282913,0.17074901239462553,KR,0.01350099848516059,Teledyne Technologies,Industrials,Aerospace & Defense,TDY,KMB,CPB,NFLX,EBAY,AMZN,AKAM,K,AMT,AMGN,0.06464937830246517,0.2462643184275316,0.0917872690726551,0.08874162703402848,0.27202982105269463,0.09581518287231643,0.10874701478241089,0.027960898993748866,0.0871621038357206,0.2121116546784677,0.004289425742084861,0.011355001935872406,0.23530557706990735,0.28751032532726056,0.013505508136168024,0.06962923260200224,0.06124009842899529,0.23131515057759386,0.29300181387887736,0.25136677847641137,0.016262873844512794,0.007277080080557161,0.017534772000785293,0.0388666919740966
TFX,0.07303389015849503,0.431068041773061,0.16942543422633094,KR,0.06799612608528814,Teleflex,Health Care,Health Care Equipment,TFX,CTXS,REGN,COG,ED,KR,DLR,SBAC,FE,INTC,0.04551984095562419,0.26127291701356964,0.14014760114390828,0.2273194140088986,0.07512545756023571,0.024471213862209025,0.1593467288631639,0.22771133675765912,0.06807897499467473,0.0015401820189626708,0.037023317079465864,0.03923577371082201,0.09476226551810984,0.2791159550960741,0.030270305946711814,0.19699825773773708,0.17214888210397775,0.05855318604599351,0.021599801626364767,0.16791248085258273,0.18995976486183128,0.15736337739586073,0.005130617827458614,6.3325601481626e-05
TER,0.6635733054361834,0.5125466519016862,1.294659330958748,VNT,0.0997660447220672,Teradyne,Information Technology,Semiconductor Equipment,TER,TAP,OMC,CVX,VTRS,FOX,BA,SLB,AMT,FOXA,-0.03037547042907351,0.3582953456808261,0.03675373263379333,0.11383260015856318,0.07628386623323868,0.016430948843212098,0.19029050495778635,0.04530386957617129,0.001994165136837933,0.018347075193897135,0.2558886720185388,0.2448745652479611,0.09578705452314873,0.4015123317428568,0.31794559102374037,0.011778731112706229,0.00508331546640888,0.06755355521947096,0.12941691559380347,0.18454454853415164,0.041136523352571584,0.03707221632564314,0.12483598124669379,0.08063262212480982
TSLA,2.230478595602318,0.8715085763238134,2.5593306321905573,KR,0.0562600068976247,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,TSLA,WELL,L,AIG,HES,DXC,RE,ALK,ALL,JKHY,-0.01609189815451421,0.41393055426836584,0.002649867865174497,0.07655633814493268,0.052780502213995655,0.03389444363621662,0.01375547357480342,0.09268576309076611,0.1374457896192245,0.03610087986822558,0.2933595146527477,0.2607714273339134,1.075306589423397,0.4402520786951899,0.284488297324976,0.01686685507285943,0.1335567723891348,0.03442647004812982,0.012042818853708974,0.03333937266296401,0.04511991466626825,0.001307907819919805,0.14943402855903945,0.2894175626029995
TXN,0.2907614721380634,0.4136363714693644,0.7029398094398437,VNT,0.06579206177041516,Texas Instruments,Information Technology,Semiconductors,TXN,COP,MRO,OKE,BDX,CVX,WDC,LHX,AAL,FANG,-0.005728794572841613,0.37950961695253527,0.22365887734147727,0.08767479807308101,0.031318550293952654,0.025841898292406483,0.3330338964710382,0.11094966784860198,0.07120011328448415,0.08899773172516441,0.023837070972690885,0.0034873956971029465,0.003642208783723431,0.41027245125154493,0.2752537636363318,0.02774121330502848,0.0631508428485125,0.0019584324105238636,0.25080983627854864,0.12682787107930174,0.0938314939547656,0.08598815869079804,0.0016121056185076327,0.07282628217768178
TXT,0.11053546691817125,0.6513621365544506,0.16969894428140594,DPZ,0.08162026074454728,Textron Inc.,Industrials,Aerospace & Defense,TXT,CCI,INTC,FE,AKAM,LLY,SJM,BAX,EQIX,HRL,0.042478156181245494,0.26350476966262065,0.031629221410450443,0.018130174408325893,0.005822800583708221,0.046626265259598065,0.1636514467243766,0.005051592151879049,0.23740090175006479,0.11224621823359297,0.08407877937301828,0.29536260010498583,0.1005235999245175,0.2924243981556465,0.08356857762537569,0.1325894337307024,0.023034262036559592,0.00064028429934635,0.17639068466478605,0.21970423081172516,0.0947995262684149,0.027613895548166564,0.09366942303624395,0.14798968197867943
TMO,0.4142195849463059,0.36045407720231126,1.1491604926799532,SPG,0.05435177417080266,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,TMO,AFL,WELL,DXC,VNT,ALLE,AIG,BK,ALK,PPL,0.031770566823252064,0.2939899422816917,0.119553782759634,0.02304373764511928,0.04799863053968625,0.008554835639123107,0.48339412465017884,0.05464776796953137,0.13847754713604038,0.0846723270351763,0.03201998038281595,0.007637266242694689,0.0549187292476838,0.31209484390172804,0.28120878282287304,0.027114690738909132,0.059281974673432686,0.06294483644020224,0.21645548636663123,0.18756720149687842,0.023008714758738752,0.06729651478878089,0.012996823141130907,0.0621249747724228
TJX,0.1181081401616437,0.5018087792086646,0.23536483428587324,CLX,0.006061073492988645,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,TJX,INTC,FE,AKAM,EQIX,PRGO,BAX,DPZ,CCI,NEM,0.08744388356397487,0.2651677015507683,0.04236555147505173,0.015183682390973448,0.005324828081580146,0.15708923780280776,0.052561560589122765,0.11317115338739711,0.19518115398299904,0.19894552090272302,0.0321918247466343,0.18798548664071074,0.11416792069463111,0.27763051579754244,1.2363425615775457e-05,0.011227104288769756,0.054698292176899824,0.2896466038042804,0.033697039944466774,0.06178034608242909,0.01106693104367578,0.14615159371341374,0.11562694639161421,0.27609277912883473
TSCO,0.4731747776477375,0.3840833137664759,1.231958694085392,CARR,-0.004093766579077112,Tractor Supply Company,Consumer Discretionary,Specialty Stores,TSCO,BKR,PVH,TFC,MAA,AXP,MHK,PNC,COF,WU,0.06733301701931255,0.3836994481741815,0.23286763937872648,0.014841750401692635,0.006457380396910961,0.028759885092104746,0.21253593007611493,0.12258347402056104,0.012820440578017976,0.1393412564521513,0.02769308747047684,0.20209915613324317,0.11613718339876743,0.42042550403283274,0.3542522764879269,0.01250876835512171,0.01287185390228722,0.14976229900234095,0.04038127667854316,0.038806014607566816,0.03238879492514329,0.10934158679462253,0.152648969453579,0.09703815979286848
TT,0.34984269448036454,0.4303620514892678,0.8129032131660632,KR,0.07050620723173683,Trane Technologies plc,Industrials,Building Products,TT,AVB,CPB,FLIR,FRT,AAL,WDC,CXO,LMT,APA,-0.01583857963614861,0.31855876041873354,0.04898294337434161,0.14889833737307157,0.2683074564027273,0.23022698817557394,0.026757064806172758,0.005715055830054294,0.0005503169062075123,0.04585701194241932,0.22014182189861006,0.00456300329082166,0.044085073496201624,0.4104676698060154,0.35984749419637807,0.07353237888820112,0.0006605926724515789,0.1907173193812096,0.005487806395818095,0.07676314048819503,0.023112216855325857,0.12359147865281819,0.12057189259171447,0.025715679877888156
TDG,0.06543668903015357,0.681615139059144,0.09600239971265603,GIS,-0.06310063210427891,TransDigm Group,Industrials,Aerospace & Defense,TDG,CCI,BAX,INTC,NFLX,LLY,SJM,AKAM,CNC,MKTX,0.10273568046739043,0.26724188059197906,0.08858670021614702,0.047317515667547154,0.12445631810243256,0.0001435474437155754,0.08315663156934668,0.00366679470108756,0.2669876317373153,0.23936835819322877,0.013655374458731391,0.132661127910448,0.19815602441295013,0.2928427764604677,0.03689022130930461,0.0007243786981290822,0.023822581625392494,0.0058009218499251985,0.3205795879734393,0.23524499469005955,0.10305140845178487,0.14055354101752662,0.003461090232626444,0.1298712741518118
TRV,0.07429545742999362,0.4790365020269052,0.15509352025499887,KR,0.10309750083928139,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,TRV,INTC,SJM,EQIX,BAX,CCI,FE,AKAM,LLY,KMB,0.06058519066969883,0.27074540232622896,0.050575724945544666,0.052601087761681,0.21174739276435908,0.010460657802926054,0.1667032634273711,0.007827630401139068,0.01026641903519877,0.19815989785729873,0.11685240787655704,0.17480551812792458,0.11283084529295456,0.2940171308692899,0.14198512242463637,0.0005882370649961746,0.23382118138972707,0.11183983549675398,0.06003384062119847,0.033453665819289546,0.017205756911649665,0.04549447187427444,0.3418292420853844,0.013748646312089842
TFC,-0.029255892220869318,0.642733272587911,-0.04551793639540855,CLX,-0.002906773772012388,Truist Financial,Financials,Regional Banks,TFC,WST,DG,KMB,TSCO,EA,NVDA,CAG,ATVI,CHD,0.1438231447927703,0.2505235764458763,0.017985939567399818,0.09467160744569264,0.13680697519624868,0.1896765560913897,0.01868295134866375,0.09596143114803561,0.0018409498161206766,0.15849918080101077,0.12093252873851035,0.16494187984692796,0.3493258167650938,0.313052350988453,0.0012480661325614559,0.22712857581111437,0.11841570398442157,0.01773232115427444,0.1963785842840286,0.09615431361354373,0.20934702120357088,0.07740550080927332,0.054122650273356304,0.002067262733855301
TWTR,0.36180741874980155,0.6098293531664585,0.5932928890207797,K,-0.07684930718831255,"Twitter, Inc.",Communication Services,Interactive Media & Services,TWTR,VTRS,RTX,UAL,OMC,COG,APA,SLG,WDC,FLIR,-0.000929831516347162,0.3906320095340226,0.17967679521964758,0.2435278659393119,0.14183048967669132,0.0062027129255071995,0.14892833475999118,0.07459173772979102,0.03109535848650474,0.02464940116127315,0.00044450220975959245,0.14905280189152237,0.06058415760781033,0.40112970645825513,0.27843895172474376,0.14912272534443427,0.040760658668410485,0.023793187630112594,0.00894335672268405,0.13016774729968528,0.004469954915987807,0.0628637769677845,0.007667459976951769,0.2937721807492054
TYL,0.35978768311803455,0.3390562372013046,1.0611445643585706,VNT,-0.034555513461792475,Tyler Technologies,Information Technology,Application Software,TYL,PPL,KIM,DVN,FLIR,FLS,HIG,DXC,RL,SRE,0.015812823702180734,0.3717301785488842,0.2376968585446962,0.24162078631777223,0.021230814543260416,0.04393747123611538,0.22286798100138155,0.04294125171012489,0.002295197769707233,0.04868487143115857,0.01466153625506298,0.1240632311907205,0.05394268521774319,0.42126035159341557,0.35830805676864314,0.0017789540086471964,0.009518491541342305,0.03628147283071749,0.2609758318519056,0.028228553081384118,0.040414005156172876,0.222488563964413,0.021620210018303623,0.02038586077847079
TSN,-0.25579207204538534,0.4726473192214434,-0.5411901467392908,CLX,0.03209208593750326,Tyson Foods,Consumer Staples,Packaged Foods & Meats,TSN,DE,PLD,ORCL,SHW,EFX,BLK,SWKS,BBY,HOLX,0.09432938434264071,0.32793915914168126,0.20941162339654923,0.019771754649758156,0.01453688712862271,0.2524571340481767,0.04515063701524212,0.22662745290421707,0.08528861220714014,0.02072517860694464,0.03618192724924993,0.08984879279409927,0.20599016058626485,0.35587954510996733,0.020643186324291997,0.2629756165308249,0.0220153196003371,0.17020356164312408,0.12500983463538132,0.06877484927516167,0.1740674732981007,0.005631312566978583,0.01994084387042049,0.13073800225537927
UDR,-0.1027076917628325,0.49530980149652426,-0.2073605074087217,KR,0.026806213666487236,"UDR, Inc.",Real Estate,Residential REITs,UDR,HBI,CTAS,UNP,ALB,PKG,FMC,AMCR,EMN,CPRT,0.12314919012526573,0.3717779156101316,0.09649654502351697,0.016073296837172638,0.02434623390943853,0.23757475254349344,0.03146713372141361,0.1291490292638406,0.029670214318807085,0.11127606792029242,0.061154216078413204,0.26279251038361146,0.2870834169533905,0.4194951675373276,0.03770562223906886,0.026778452749407378,0.018522027104046587,0.008819473353188662,0.32667145783264345,0.3207467289113018,0.08206958431050014,0.08170740820677373,0.009836868777840827,0.08714237651522871
ULTA,0.1592759146273313,0.6250076412967158,0.25483834773104275,CPB,-0.09795446870942699,Ulta Beauty,Consumer Discretionary,Specialty Stores,ULTA,NFLX,EBAY,AMZN,K,MKTX,KMB,CCI,LLY,CAG,0.1217283864379595,0.24976847182700931,0.07494231976122832,0.03668317831779483,0.07232046040603657,0.2214632171566278,0.17257913326473198,0.024965053123933136,0.1295315732542212,0.010362028608904499,0.04131014214100158,0.2158428939655202,0.23838561819854967,0.28322363187029587,0.05165958240213734,0.2045811634329103,0.1994281454481268,0.32495804633293357,0.04270021680296536,0.009161974054981831,0.12147186407753867,0.0008352959258578813,0.031041372610252277,0.014162338912295888
